Enlem;Boylam;Z_Anomali(m)
41.04545633;29.66089928;"=""-4.44"""
41.04545633;29.66125667;"=""-3.32"""
41.04545633;29.66161405;"=""-2.45"""
41.04545633;29.66197144;"=""-1.92"""
41.04545633;29.66232882;"=""-1.81"""
41.04545633;29.66268621;"=""-2.18"""
41.04545633;29.66304360;"=""-2.96"""
41.04545633;29.66340098;"=""-4.02"""
41.04545633;29.66375837;"=""-5.21"""
41.04545633;29.66411575;"=""-6.39"""
41.04545633;29.66447314;"=""-7.50"""
41.04545633;29.66483052;"=""-8.51"""
41.04545633;29.66518791;"=""-9.42"""
41.04545633;29.66554530;"=""-10.23"""
41.04545633;29.66590268;"=""-10.93"""
41.04545633;29.66626007;"=""-11.51"""
41.04545633;29.66661745;"=""-11.98"""
41.04545633;29.66697484;"=""-12.33"""
41.04545633;29.66733222;"=""-12.60"""
41.04545633;29.66768961;"=""-12.79"""
41.04545633;29.66804699;"=""-12.89"""
41.04545633;29.66840438;"=""-12.89"""
41.04545633;29.66876177;"=""-12.80"""
41.04545633;29.66911915;"=""-12.67"""
41.04545633;29.66947654;"=""-12.58"""
41.04545633;29.66983392;"=""-12.60"""
41.04545633;29.67019131;"=""-12.73"""
41.04545633;29.67054869;"=""-12.94"""
41.04545633;29.67090608;"=""-13.20"""
41.04545633;29.67126346;"=""-13.51"""
41.04545633;29.67162085;"=""-13.88"""
41.04545633;29.67197824;"=""-14.28"""
41.04545633;29.67233562;"=""-14.63"""
41.04545633;29.67269301;"=""-14.85"""
41.04545633;29.67305039;"=""-14.88"""
41.04545633;29.67340778;"=""-14.69"""
41.04545633;29.67376516;"=""-14.29"""
41.04545633;29.67412255;"=""-13.71"""
41.04545633;29.67447993;"=""-12.97"""
41.04545633;29.67483732;"=""-12.10"""
41.04545633;29.67519471;"=""-11.19"""
41.04545633;29.67555209;"=""-10.30"""
41.04545633;29.67590948;"=""-9.52"""
41.04545633;29.67626686;"=""-8.90"""
41.04545633;29.67662425;"=""-8.39"""
41.04545633;29.67698163;"=""-7.88"""
41.04545633;29.67733902;"=""-7.20"""
41.04545633;29.67769641;"=""-6.19"""
41.04545633;29.67805379;"=""-4.81"""
41.04545633;29.67841118;"=""-3.16"""
41.04545633;29.67876856;"=""-1.46"""
41.04545633;29.67912595;"=""-0.06"""
41.04545633;29.67948333;"=""0.75"""
41.04518684;29.65410896;"=""-12.30"""
41.04518684;29.65446634;"=""-12.02"""
41.04518684;29.65482373;"=""-11.52"""
41.04518684;29.65518111;"=""-10.88"""
41.04518684;29.65553850;"=""-10.20"""
41.04518684;29.65589588;"=""-9.57"""
41.04518684;29.65625327;"=""-9.09"""
41.04518684;29.65661066;"=""-8.83"""
41.04518684;29.65696804;"=""-8.83"""
41.04518684;29.65732543;"=""-9.06"""
41.04518684;29.65768281;"=""-9.43"""
41.04518684;29.65804020;"=""-9.84"""
41.04518684;29.65839758;"=""-10.17"""
41.04518684;29.65875497;"=""-10.30"""
41.04518684;29.65911235;"=""-10.10"""
41.04518684;29.65946974;"=""-9.51"""
41.04518684;29.65982713;"=""-8.58"""
41.04518684;29.66018451;"=""-7.41"""
41.04518684;29.66054190;"=""-6.17"""
41.04518684;29.66089928;"=""-4.99"""
41.04518684;29.66125667;"=""-3.93"""
41.04518684;29.66161405;"=""-3.08"""
41.04518684;29.66197144;"=""-2.52"""
41.04518684;29.66232882;"=""-2.37"""
41.04518684;29.66268621;"=""-2.69"""
41.04518684;29.66304360;"=""-3.44"""
41.04518684;29.66340098;"=""-4.46"""
41.04518684;29.66375837;"=""-5.58"""
41.04518684;29.66411575;"=""-6.68"""
41.04518684;29.66447314;"=""-7.69"""
41.04518684;29.66483052;"=""-8.56"""
41.04518684;29.66518791;"=""-9.31"""
41.04518684;29.66554530;"=""-9.94"""
41.04518684;29.66590268;"=""-10.44"""
41.04518684;29.66626007;"=""-10.81"""
41.04518684;29.66661745;"=""-11.08"""
41.04518684;29.66697484;"=""-11.25"""
41.04518684;29.66733222;"=""-11.35"""
41.04518684;29.66768961;"=""-11.41"""
41.04518684;29.66804699;"=""-11.41"""
41.04518684;29.66840438;"=""-11.34"""
41.04518684;29.66876177;"=""-11.21"""
41.04518684;29.66911915;"=""-11.11"""
41.04518684;29.66947654;"=""-11.10"""
41.04518684;29.66983392;"=""-11.26"""
41.04518684;29.67019131;"=""-11.58"""
41.04518684;29.67054869;"=""-12.01"""
41.04518684;29.67090608;"=""-12.46"""
41.04518684;29.67126346;"=""-12.89"""
41.04518684;29.67162085;"=""-13.27"""
41.04518684;29.67197824;"=""-13.56"""
41.04518684;29.67233562;"=""-13.71"""
41.04518684;29.67269301;"=""-13.72"""
41.04518684;29.67305039;"=""-13.57"""
41.04518684;29.67340778;"=""-13.29"""
41.04518684;29.67376516;"=""-12.91"""
41.04518684;29.67412255;"=""-12.39"""
41.04518684;29.67447993;"=""-11.72"""
41.04518684;29.67483732;"=""-10.89"""
41.04518684;29.67519471;"=""-9.94"""
41.04518684;29.67555209;"=""-8.99"""
41.04518684;29.67590948;"=""-8.18"""
41.04518684;29.67626686;"=""-7.56"""
41.04518684;29.67662425;"=""-7.12"""
41.04518684;29.67698163;"=""-6.72"""
41.04518684;29.67733902;"=""-6.15"""
41.04518684;29.67769641;"=""-5.24"""
41.04518684;29.67805379;"=""-3.91"""
41.04518684;29.67841118;"=""-2.25"""
41.04518684;29.67876856;"=""-0.51"""
41.04518684;29.67912595;"=""0.95"""
41.04518684;29.67948333;"=""1.79"""
41.04491735;29.65410896;"=""-13.96"""
41.04491735;29.65446634;"=""-13.57"""
41.04491735;29.65482373;"=""-12.89"""
41.04491735;29.65518111;"=""-12.09"""
41.04491735;29.65553850;"=""-11.29"""
41.04491735;29.65589588;"=""-10.61"""
41.04491735;29.65625327;"=""-10.14"""
41.04491735;29.65661066;"=""-9.91"""
41.04491735;29.65696804;"=""-9.92"""
41.04491735;29.65732543;"=""-10.11"""
41.04491735;29.65768281;"=""-10.38"""
41.04491735;29.65804020;"=""-10.63"""
41.04491735;29.65839758;"=""-10.75"""
41.04491735;29.65875497;"=""-10.67"""
41.04491735;29.65911235;"=""-10.30"""
41.04491735;29.65946974;"=""-9.62"""
41.04491735;29.65982713;"=""-8.69"""
41.04491735;29.66018451;"=""-7.59"""
41.04491735;29.66054190;"=""-6.47"""
41.04491735;29.66089928;"=""-5.40"""
41.04491735;29.66125667;"=""-4.44"""
41.04491735;29.66161405;"=""-3.62"""
41.04491735;29.66197144;"=""-3.03"""
41.04491735;29.66232882;"=""-2.80"""
41.04491735;29.66268621;"=""-3.02"""
41.04491735;29.66304360;"=""-3.64"""
41.04491735;29.66340098;"=""-4.53"""
41.04491735;29.66375837;"=""-5.51"""
41.04491735;29.66411575;"=""-6.46"""
41.04491735;29.66447314;"=""-7.32"""
41.04491735;29.66483052;"=""-8.05"""
41.04491735;29.66518791;"=""-8.66"""
41.04491735;29.66554530;"=""-9.13"""
41.04491735;29.66590268;"=""-9.48"""
41.04491735;29.66626007;"=""-9.70"""
41.04491735;29.66661745;"=""-9.80"""
41.04491735;29.66697484;"=""-9.82"""
41.04491735;29.66733222;"=""-9.80"""
41.04491735;29.66768961;"=""-9.77"""
41.04491735;29.66804699;"=""-9.72"""
41.04491735;29.66840438;"=""-9.64"""
41.04491735;29.66876177;"=""-9.54"""
41.04491735;29.66911915;"=""-9.51"""
41.04491735;29.66947654;"=""-9.62"""
41.04491735;29.66983392;"=""-9.93"""
41.04491735;29.67019131;"=""-10.43"""
41.04491735;29.67054869;"=""-11.03"""
41.04491735;29.67090608;"=""-11.62"""
41.04491735;29.67126346;"=""-12.11"""
41.04491735;29.67162085;"=""-12.44"""
41.04491735;29.67197824;"=""-12.58"""
41.04491735;29.67233562;"=""-12.53"""
41.04491735;29.67269301;"=""-12.32"""
41.04491735;29.67305039;"=""-12.02"""
41.04491735;29.67340778;"=""-11.66"""
41.04491735;29.67376516;"=""-11.29"""
41.04491735;29.67412255;"=""-10.84"""
41.04491735;29.67447993;"=""-10.25"""
41.04491735;29.67483732;"=""-9.46"""
41.04491735;29.67519471;"=""-8.52"""
41.04491735;29.67555209;"=""-7.55"""
41.04491735;29.67590948;"=""-6.71"""
41.04491735;29.67626686;"=""-6.10"""
41.04491735;29.67662425;"=""-5.70"""
41.04491735;29.67698163;"=""-5.38"""
41.04491735;29.67733902;"=""-4.90"""
41.04491735;29.67769641;"=""-4.08"""
41.04491735;29.67805379;"=""-2.84"""
41.04491735;29.67841118;"=""-1.25"""
41.04491735;29.67876856;"=""0.44"""
41.04491735;29.67912595;"=""1.88"""
41.04491735;29.67948333;"=""2.71"""
41.04464785;29.65410896;"=""-15.36"""
41.04464785;29.65446634;"=""-14.90"""
41.04464785;29.65482373;"=""-14.13"""
41.04464785;29.65518111;"=""-13.25"""
41.04464785;29.65553850;"=""-12.42"""
41.04464785;29.65589588;"=""-11.75"""
41.04464785;29.65625327;"=""-11.29"""
41.04464785;29.65661066;"=""-11.04"""
41.04464785;29.65696804;"=""-10.99"""
41.04464785;29.65732543;"=""-11.05"""
41.04464785;29.65768281;"=""-11.12"""
41.04464785;29.65804020;"=""-11.12"""
41.04464785;29.65839758;"=""-10.99"""
41.04464785;29.65875497;"=""-10.68"""
41.04464785;29.65911235;"=""-10.16"""
41.04464785;29.65946974;"=""-9.43"""
41.04464785;29.65982713;"=""-8.53"""
41.04464785;29.66018451;"=""-7.54"""
41.04464785;29.66054190;"=""-6.55"""
41.04464785;29.66089928;"=""-5.59"""
41.04464785;29.66125667;"=""-4.70"""
41.04464785;29.66161405;"=""-3.88"""
41.04464785;29.66197144;"=""-3.23"""
41.04464785;29.66232882;"=""-2.87"""
41.04464785;29.66268621;"=""-2.92"""
41.04464785;29.66304360;"=""-3.35"""
41.04464785;29.66340098;"=""-4.03"""
41.04464785;29.66375837;"=""-4.82"""
41.04464785;29.66411575;"=""-5.61"""
41.04464785;29.66447314;"=""-6.31"""
41.04464785;29.66483052;"=""-6.92"""
41.04464785;29.66518791;"=""-7.41"""
41.04464785;29.66554530;"=""-7.80"""
41.04464785;29.66590268;"=""-8.05"""
41.04464785;29.66626007;"=""-8.17"""
41.04464785;29.66661745;"=""-8.16"""
41.04464785;29.66697484;"=""-8.07"""
41.04464785;29.66733222;"=""-7.97"""
41.04464785;29.66768961;"=""-7.91"""
41.04464785;29.66804699;"=""-7.87"""
41.04464785;29.66840438;"=""-7.85"""
41.04464785;29.66876177;"=""-7.84"""
41.04464785;29.66911915;"=""-7.92"""
41.04464785;29.66947654;"=""-8.16"""
41.04464785;29.66983392;"=""-8.60"""
41.04464785;29.67019131;"=""-9.21"""
41.04464785;29.67054869;"=""-9.89"""
41.04464785;29.67090608;"=""-10.53"""
41.04464785;29.67126346;"=""-11.02"""
41.04464785;29.67162085;"=""-11.29"""
41.04464785;29.67197824;"=""-11.30"""
41.04464785;29.67233562;"=""-11.09"""
41.04464785;29.67269301;"=""-10.71"""
41.04464785;29.67305039;"=""-10.27"""
41.04464785;29.67340778;"=""-9.83"""
41.04464785;29.67376516;"=""-9.42"""
41.04464785;29.67412255;"=""-8.98"""
41.04464785;29.67447993;"=""-8.42"""
41.04464785;29.67483732;"=""-7.68"""
41.04464785;29.67519471;"=""-6.77"""
41.04464785;29.67555209;"=""-5.84"""
41.04464785;29.67590948;"=""-5.04"""
41.04464785;29.67626686;"=""-4.48"""
41.04464785;29.67662425;"=""-4.12"""
41.04464785;29.67698163;"=""-3.83"""
41.04464785;29.67733902;"=""-3.40"""
41.04464785;29.67769641;"=""-2.67"""
41.04464785;29.67805379;"=""-1.55"""
41.04464785;29.67841118;"=""-0.12"""
41.04464785;29.67876856;"=""1.42"""
41.04464785;29.67912595;"=""2.75"""
41.04464785;29.67948333;"=""3.52"""
41.04437836;29.65410896;"=""-16.40"""
41.04437836;29.65446634;"=""-15.95"""
41.04437836;29.65482373;"=""-15.20"""
41.04437836;29.65518111;"=""-14.37"""
41.04437836;29.65553850;"=""-13.59"""
41.04437836;29.65589588;"=""-12.96"""
41.04437836;29.65625327;"=""-12.49"""
41.04437836;29.65661066;"=""-12.17"""
41.04437836;29.65696804;"=""-11.95"""
41.04437836;29.65732543;"=""-11.78"""
41.04437836;29.65768281;"=""-11.58"""
41.04437836;29.65804020;"=""-11.29"""
41.04437836;29.65839758;"=""-10.89"""
41.04437836;29.65875497;"=""-10.37"""
41.04437836;29.65911235;"=""-9.73"""
41.04437836;29.65946974;"=""-8.98"""
41.04437836;29.65982713;"=""-8.15"""
41.04437836;29.66018451;"=""-7.27"""
41.04437836;29.66054190;"=""-6.38"""
41.04437836;29.66089928;"=""-5.49"""
41.04437836;29.66125667;"=""-4.60"""
41.04437836;29.66161405;"=""-3.72"""
41.04437836;29.66197144;"=""-2.94"""
41.04437836;29.66232882;"=""-2.40"""
41.04437836;29.66268621;"=""-2.22"""
41.04437836;29.66304360;"=""-2.41"""
41.04437836;29.66340098;"=""-2.87"""
41.04437836;29.66375837;"=""-3.48"""
41.04437836;29.66411575;"=""-4.11"""
41.04437836;29.66447314;"=""-4.69"""
41.04437836;29.66483052;"=""-5.20"""
41.04437836;29.66518791;"=""-5.63"""
41.04437836;29.66554530;"=""-5.96"""
41.04437836;29.66590268;"=""-6.16"""
41.04437836;29.66626007;"=""-6.21"""
41.04437836;29.66661745;"=""-6.12"""
41.04437836;29.66697484;"=""-5.96"""
41.04437836;29.66733222;"=""-5.83"""
41.04437836;29.66768961;"=""-5.78"""
41.04437836;29.66804699;"=""-5.84"""
41.04437836;29.66840438;"=""-5.95"""
41.04437836;29.66876177;"=""-6.10"""
41.04437836;29.66911915;"=""-6.34"""
41.04437836;29.66947654;"=""-6.72"""
41.04437836;29.66983392;"=""-7.25"""
41.04437836;29.67019131;"=""-7.88"""
41.04437836;29.67054869;"=""-8.53"""
41.04437836;29.67090608;"=""-9.10"""
41.04437836;29.67126346;"=""-9.53"""
41.04437836;29.67162085;"=""-9.75"""
41.04437836;29.67197824;"=""-9.72"""
41.04437836;29.67233562;"=""-9.45"""
41.04437836;29.67269301;"=""-9.00"""
41.04437836;29.67305039;"=""-8.45"""
41.04437836;29.67340778;"=""-7.88"""
41.04437836;29.67376516;"=""-7.33"""
41.04437836;29.67412255;"=""-6.78"""
41.04437836;29.67447993;"=""-6.16"""
41.04437836;29.67483732;"=""-5.40"""
41.04437836;29.67519471;"=""-4.54"""
41.04437836;29.67555209;"=""-3.69"""
41.04437836;29.67590948;"=""-3.00"""
41.04437836;29.67626686;"=""-2.52"""
41.04437836;29.67662425;"=""-2.22"""
41.04437836;29.67698163;"=""-1.97"""
41.04437836;29.67733902;"=""-1.59"""
41.04437836;29.67769641;"=""-0.96"""
41.04437836;29.67805379;"=""-0.01"""
41.04437836;29.67841118;"=""1.19"""
41.04437836;29.67876856;"=""2.49"""
41.04437836;29.67912595;"=""3.61"""
41.04437836;29.67948333;"=""4.27"""
41.04410887;29.65410896;"=""-17.07"""
41.04410887;29.65446634;"=""-16.69"""
41.04410887;29.65482373;"=""-16.06"""
41.04410887;29.65518111;"=""-15.36"""
41.04410887;29.65553850;"=""-14.70"""
41.04410887;29.65589588;"=""-14.12"""
41.04410887;29.65625327;"=""-13.61"""
41.04410887;29.65661066;"=""-13.15"""
41.04410887;29.65696804;"=""-12.73"""
41.04410887;29.65732543;"=""-12.30"""
41.04410887;29.65768281;"=""-11.81"""
41.04410887;29.65804020;"=""-11.24"""
41.04410887;29.65839758;"=""-10.58"""
41.04410887;29.65875497;"=""-9.86"""
41.04410887;29.65911235;"=""-9.12"""
41.04410887;29.65946974;"=""-8.38"""
41.04410887;29.65982713;"=""-7.61"""
41.04410887;29.66018451;"=""-6.82"""
41.04410887;29.66054190;"=""-5.98"""
41.04410887;29.66089928;"=""-5.09"""
41.04410887;29.66125667;"=""-4.13"""
41.04410887;29.66161405;"=""-3.12"""
41.04410887;29.66197144;"=""-2.16"""
41.04410887;29.66232882;"=""-1.39"""
41.04410887;29.66268621;"=""-0.95"""
41.04410887;29.66304360;"=""-0.88"""
41.04410887;29.66340098;"=""-1.12"""
41.04410887;29.66375837;"=""-1.56"""
41.04410887;29.66411575;"=""-2.06"""
41.04410887;29.66447314;"=""-2.56"""
41.04410887;29.66483052;"=""-3.00"""
41.04410887;29.66518791;"=""-3.39"""
41.04410887;29.66554530;"=""-3.67"""
41.04410887;29.66590268;"=""-3.82"""
41.04410887;29.66626007;"=""-3.80"""
41.04410887;29.66661745;"=""-3.63"""
41.04410887;29.66697484;"=""-3.42"""
41.04410887;29.66733222;"=""-3.28"""
41.04410887;29.66768961;"=""-3.32"""
41.04410887;29.66804699;"=""-3.54"""
41.04410887;29.66840438;"=""-3.87"""
41.04410887;29.66876177;"=""-4.28"""
41.04410887;29.66911915;"=""-4.74"""
41.04410887;29.66947654;"=""-5.27"""
41.04410887;29.66983392;"=""-5.83"""
41.04410887;29.67019131;"=""-6.39"""
41.04410887;29.67054869;"=""-6.88"""
41.04410887;29.67090608;"=""-7.30"""
41.04410887;29.67126346;"=""-7.63"""
41.04410887;29.67162085;"=""-7.86"""
41.04410887;29.67197824;"=""-7.91"""
41.04410887;29.67233562;"=""-7.73"""
41.04410887;29.67269301;"=""-7.30"""
41.04410887;29.67305039;"=""-6.67"""
41.04410887;29.67340778;"=""-5.91"""
41.04410887;29.67376516;"=""-5.11"""
41.04410887;29.67412255;"=""-4.30"""
41.04410887;29.67447993;"=""-3.46"""
41.04410887;29.67483732;"=""-2.58"""
41.04410887;29.67519471;"=""-1.70"""
41.04410887;29.67555209;"=""-0.92"""
41.04410887;29.67590948;"=""-0.33"""
41.04410887;29.67626686;"=""0.02"""
41.04410887;29.67662425;"=""0.22"""
41.04410887;29.67698163;"=""0.39"""
41.04410887;29.67733902;"=""0.67"""
41.04410887;29.67769641;"=""1.16"""
41.04410887;29.67805379;"=""1.87"""
41.04410887;29.67841118;"=""2.76"""
41.04410887;29.67876856;"=""3.73"""
41.04410887;29.67912595;"=""4.58"""
41.04410887;29.67948333;"=""5.10"""
41.04383937;29.65410896;"=""-17.49"""
41.04383937;29.65446634;"=""-17.21"""
41.04383937;29.65482373;"=""-16.73"""
41.04383937;29.65518111;"=""-16.18"""
41.04383937;29.65553850;"=""-15.62"""
41.04383937;29.65589588;"=""-15.07"""
41.04383937;29.65625327;"=""-14.50"""
41.04383937;29.65661066;"=""-13.91"""
41.04383937;29.65696804;"=""-13.29"""
41.04383937;29.65732543;"=""-12.62"""
41.04383937;29.65768281;"=""-11.88"""
41.04383937;29.65804020;"=""-11.06"""
41.04383937;29.65839758;"=""-10.17"""
41.04383937;29.65875497;"=""-9.29"""
41.04383937;29.65911235;"=""-8.46"""
41.04383937;29.65946974;"=""-7.70"""
41.04383937;29.65982713;"=""-6.98"""
41.04383937;29.66018451;"=""-6.24"""
41.04383937;29.66054190;"=""-5.42"""
41.04383937;29.66089928;"=""-4.48"""
41.04383937;29.66125667;"=""-3.40"""
41.04383937;29.66161405;"=""-2.22"""
41.04383937;29.66197144;"=""-1.04"""
41.04383937;29.66232882;"=""-0.02"""
41.04383937;29.66268621;"=""0.68"""
41.04383937;29.66304360;"=""1.00"""
41.04383937;29.66340098;"=""0.98"""
41.04383937;29.66375837;"=""0.71"""
41.04383937;29.66411575;"=""0.34"""
41.04383937;29.66447314;"=""-0.06"""
41.04383937;29.66483052;"=""-0.45"""
41.04383937;29.66518791;"=""-0.79"""
41.04383937;29.66554530;"=""-1.03"""
41.04383937;29.66590268;"=""-1.10"""
41.04383937;29.66626007;"=""-0.97"""
41.04383937;29.66661745;"=""-0.71"""
41.04383937;29.66697484;"=""-0.43"""
41.04383937;29.66733222;"=""-0.31"""
41.04383937;29.66768961;"=""-0.48"""
41.04383937;29.66804699;"=""-0.92"""
41.04383937;29.66840438;"=""-1.57"""
41.04383937;29.66876177;"=""-2.30"""
41.04383937;29.66911915;"=""-3.04"""
41.04383937;29.66947654;"=""-3.72"""
41.04383937;29.66983392;"=""-4.29"""
41.04383937;29.67019131;"=""-4.71"""
41.04383937;29.67054869;"=""-4.97"""
41.04383937;29.67090608;"=""-5.19"""
41.04383937;29.67126346;"=""-5.43"""
41.04383937;29.67162085;"=""-5.72"""
41.04383937;29.67197824;"=""-5.95"""
41.04383937;29.67233562;"=""-5.96"""
41.04383937;29.67269301;"=""-5.64"""
41.04383937;29.67305039;"=""-4.95"""
41.04383937;29.67340778;"=""-3.97"""
41.04383937;29.67376516;"=""-2.82"""
41.04383937;29.67412255;"=""-1.61"""
41.04383937;29.67447993;"=""-0.40"""
41.04383937;29.67483732;"=""0.75"""
41.04383937;29.67519471;"=""1.78"""
41.04383937;29.67555209;"=""2.59"""
41.04383937;29.67590948;"=""3.11"""
41.04383937;29.67626686;"=""3.35"""
41.04383937;29.67662425;"=""3.41"""
41.04383937;29.67698163;"=""3.44"""
41.04383937;29.67733902;"=""3.55"""
41.04383937;29.67769641;"=""3.80"""
41.04383937;29.67805379;"=""4.19"""
41.04383937;29.67841118;"=""4.70"""
41.04383937;29.67876856;"=""5.28"""
41.04383937;29.67912595;"=""5.82"""
41.04383937;29.67948333;"=""6.16"""
41.04356988;29.65410896;"=""-17.86"""
41.04356988;29.65446634;"=""-17.66"""
41.04356988;29.65482373;"=""-17.30"""
41.04356988;29.65518111;"=""-16.85"""
41.04356988;29.65553850;"=""-16.34"""
41.04356988;29.65589588;"=""-15.77"""
41.04356988;29.65625327;"=""-15.14"""
41.04356988;29.65661066;"=""-14.42"""
41.04356988;29.65696804;"=""-13.64"""
41.04356988;29.65732543;"=""-12.80"""
41.04356988;29.65768281;"=""-11.86"""
41.04356988;29.65804020;"=""-10.82"""
41.04356988;29.65839758;"=""-9.74"""
41.04356988;29.65875497;"=""-8.70"""
41.04356988;29.65911235;"=""-7.77"""
41.04356988;29.65946974;"=""-6.97"""
41.04356988;29.65982713;"=""-6.26"""
41.04356988;29.66018451;"=""-5.53"""
41.04356988;29.66054190;"=""-4.71"""
41.04356988;29.66089928;"=""-3.72"""
41.04356988;29.66125667;"=""-2.53"""
41.04356988;29.66161405;"=""-1.19"""
41.04356988;29.66197144;"=""0.18"""
41.04356988;29.66232882;"=""1.41"""
41.04356988;29.66268621;"=""2.34"""
41.04356988;29.66304360;"=""2.89"""
41.04356988;29.66340098;"=""3.09"""
41.04356988;29.66375837;"=""3.05"""
41.04356988;29.66411575;"=""2.85"""
41.04356988;29.66447314;"=""2.59"""
41.04356988;29.66483052;"=""2.30"""
41.04356988;29.66518791;"=""2.05"""
41.04356988;29.66554530;"=""1.91"""
41.04356988;29.66590268;"=""1.96"""
41.04356988;29.66626007;"=""2.22"""
41.04356988;29.66661745;"=""2.60"""
41.04356988;29.66697484;"=""2.94"""
41.04356988;29.66733222;"=""3.03"""
41.04356988;29.66768961;"=""2.73"""
41.04356988;29.66804699;"=""2.02"""
41.04356988;29.66840438;"=""1.02"""
41.04356988;29.66876177;"=""-0.10"""
41.04356988;29.66911915;"=""-1.16"""
41.04356988;29.66947654;"=""-2.01"""
41.04356988;29.66983392;"=""-2.58"""
41.04356988;29.67019131;"=""-2.84"""
41.04356988;29.67054869;"=""-2.88"""
41.04356988;29.67090608;"=""-2.90"""
41.04356988;29.67126346;"=""-3.07"""
41.04356988;29.67162085;"=""-3.44"""
41.04356988;29.67197824;"=""-3.86"""
41.04356988;29.67233562;"=""-4.09"""
41.04356988;29.67269301;"=""-3.90"""
